CUST_CODE,SHOP_MONTH
CUST0000293743,200704
CUST0000506084,200704
CUST0000999024,200704
CUST0000128681,200704
CUST0000827833,200704
CUST0000704959,200704
CUST0000784216,200704
CUST0000167624,200704
CUST0000105568,200704
CUST0000660556,200704
CUST0000130319,200704
CUST0000178418,200704
CUST0000314681,200704
CUST0000571040,200704
CUST0000351785,200704
CUST0000224697,200704
CUST0000285664,200704
CUST0000307323,200704
CUST0000399671,200704
CUST0000414799,200704
CUST0000779849,200704
CUST0000485902,200704
CUST0000041090,200704
CUST0000719149,200704
CUST0000991096,200704
CUST0000938246,200704
CUST0000140525,200704
CUST0000448937,200704
CUST0000689094,200704
CUST0000698926,200704
CUST0000845375,200704
CUST0000751850,200704
CUST0000909859,200704
CUST0000913796,200704
CUST0000957373,200704
CUST0000075764,200704
CUST0000616429,200704
CUST0000756576,200704
CUST0000705667,200704
CUST0000416322,200704
CUST0000723950,200704
CUST0000540341,200704
CUST0000738850,200704
CUST0000666036,200704
CUST0000030095,200704
CUST0000898638,200704
CUST0000647611,200704
CUST0000758622,200704
CUST0000631886,200704
CUST0000400006,200704
CUST0000294517,200704
CUST0000043884,200704
CUST0000118887,200704
CUST0000961785,200704
CUST0000248972,200704
CUST0000173993,200704
CUST0000263489,200704
CUST0000202661,200704
CUST0000634693,200704
CUST0000659646,200704
CUST0000191403,200704
CUST0000978819,200704
CUST0000721182,200704
CUST0000156425,200704
CUST0000509062,200704
CUST0000076365,200704
CUST0000666226,200704
CUST0000785895,200704
CUST0000633237,200704
CUST0000219525,200704
CUST0000401455,200704
CUST0000578349,200704
CUST0000648943,200704
CUST0000375382,200704
CUST0000513227,200704
CUST0000654710,200704
CUST0000740681,200704
CUST0000480214,200704
CUST0000406750,200704
CUST0000366796,200704
CUST0000364905,200704
CUST0000732505,200704
CUST0000631617,200704
CUST0000597333,200704
CUST0000826933,200704
CUST0000671293,200704
CUST0000438228,200704
CUST0000329524,200704
CUST0000145980,200704
CUST0000200767,200704
CUST0000091658,200704
CUST0000634066,200704
CUST0000048521,200704
CUST0000356221,200704
CUST0000900749,200704
CUST0000491794,200704
CUST0000699774,200704
CUST0000723244,200704
CUST0000524728,200704
CUST0000997577,200704
CUST0000604318,200704
CUST0000161217,200704
CUST0000497027,200704
CUST0000603406,200704
CUST0000391045,200704
CUST0000807628,200704
CUST0000418887,200704
CUST0000292759,200704
CUST0000774194,200704
CUST0000515944,200704
CUST0000694287,200704
CUST0000934360,200704
CUST0000510974,200704
CUST0000572854,200704
CUST0000742399,200704
CUST0000813480,200704
CUST0000853200,200704
CUST0000569552,200704
CUST0000015935,200704
CUST0000062155,200704
CUST0000523177,200704
CUST0000906157,200704
CUST0000098332,200704
CUST0000223335,200704
CUST0000417931,200704
CUST0000383052,200704
CUST0000416013,200704
CUST0000744374,200704
CUST0000513613,200704
CUST0000133268,200704
CUST0000899418,200704
CUST0000121005,200704
CUST0000240289,200704
CUST0000299037,200704
CUST0000988934,200704
CUST0000626795,200704
CUST0000886802,200704
CUST0000577249,200704
CUST0000057656,200704
CUST0000397549,200704
CUST0000787846,200704
CUST0000915462,200704
CUST0000287800,200704
CUST0000998052,200704
CUST0000462232,200704
CUST0000954528,200704
CUST0000577741,200704
CUST0000950029,200704
CUST0000486391,200704
CUST0000096000,200704
CUST0000885157,200704
CUST0000839085,200704
CUST0000478503,200704
CUST0000193412,200704
CUST0000999109,200704
CUST0000840254,200704
CUST0000194993,200704
CUST0000940241,200704
CUST0000634764,200704
CUST0000207530,200704
CUST0000561927,200704
CUST0000214997,200704
CUST0000664592,200704
CUST0000842933,200704
CUST0000030719,200704
CUST0000561346,200704
CUST0000862295,200704
CUST0000310147,200704
CUST0000551081,200704
CUST0000173934,200704
CUST0000809879,200704
CUST0000583261,200704
CUST0000208798,200704
CUST0000881135,200704
CUST0000197423,200704
CUST0000989305,200704
CUST0000197843,200704
CUST0000860647,200704
CUST0000922470,200704
CUST0000841023,200704
CUST0000800372,200704
CUST0000049643,200704
CUST0000071788,200704
CUST0000145018,200704
CUST0000233295,200704
CUST0000845975,200704
CUST0000657372,200704
CUST0000171899,200704
CUST0000140340,200704
CUST0000141402,200704
CUST0000553777,200704
CUST0000446520,200704
CUST0000214594,200704
CUST0000126928,200704
CUST0000692750,200704
CUST0000117551,200704
CUST0000861484,200704
CUST0000634652,200704
CUST0000922284,200704
CUST0000939653,200704
CUST0000067369,200704
CUST0000719925,200704
CUST0000194462,200704
CUST0000917849,200704
CUST0000574963,200704
CUST0000795333,200704
CUST0000472222,200704
CUST0000759246,200704
CUST0000572969,200704
CUST0000947830,200704
CUST0000154575,200704
CUST0000369166,200704
CUST0000364227,200704
CUST0000329291,200704
CUST0000884358,200704
CUST0000009685,200704
CUST0000344164,200704
CUST0000474891,200704
CUST0000145600,200704
CUST0000650147,200704
CUST0000203439,200704
CUST0000605140,200704
CUST0000625521,200704
CUST0000361991,200704
CUST0000695999,200704
CUST0000299022,200704
CUST0000957776,200704
CUST0000242370,200704
CUST0000401834,200704
CUST0000779987,200704
CUST0000420601,200704
CUST0000167842,200704
CUST0000710649,200704
CUST0000782711,200704
CUST0000879318,200704
CUST0000103205,200704
CUST0000983531,200704
CUST0000923078,200704
CUST0000233323,200704
CUST0000184517,200704
CUST0000638824,200704
CUST0000081263,200704
CUST0000978405,200704
CUST0000934898,200704
CUST0000896914,200704
CUST0000038488,200704
CUST0000309691,200704
CUST0000343769,200704
CUST0000248215,200704
CUST0000359604,200704
CUST0000884926,200704
CUST0000334773,200704
CUST0000341004,200704
CUST0000807555,200704
CUST0000494645,200704
CUST0000601245,200704
CUST0000842243,200704
CUST0000504009,200704
CUST0000941639,200704
CUST0000762561,200704
CUST0000858368,200704
CUST0000029792,200704
CUST0000721219,200704
CUST0000755461,200704
CUST0000751265,200704
CUST0000086874,200704
CUST0000760807,200704
CUST0000069522,200704
CUST0000684114,200704
CUST0000578684,200704
CUST0000635457,200704
CUST0000543270,200704
CUST0000991007,200704
CUST0000657893,200704
CUST0000475627,200704
CUST0000477076,200704
CUST0000741458,200704
CUST0000815104,200704
CUST0000415919,200704
CUST0000553827,200704
CUST0000462028,200704
CUST0000690971,200704
CUST0000954979,200704
CUST0000826283,200704
CUST0000980195,200704
CUST0000724166,200704
CUST0000446902,200704
CUST0000116158,200704
CUST0000737177,200704
CUST0000927394,200704
CUST0000275796,200704
CUST0000414643,200704
CUST0000022116,200704
CUST0000885309,200704
CUST0000233981,200704
CUST0000574609,200704
CUST0000970853,200704
CUST0000479105,200704
CUST0000794855,200704
CUST0000286210,200704
CUST0000818732,200704
CUST0000623730,200704
CUST0000214538,200704
CUST0000227236,200704
CUST0000425522,200704
CUST0000169355,200704
CUST0000415301,200704
CUST0000022672,200704
CUST0000393597,200704
CUST0000341493,200704
CUST0000338934,200704
CUST0000367547,200704
CUST0000089819,200704
CUST0000370270,200704
CUST0000797905,200704
CUST0000700644,200704
CUST0000316509,200704
CUST0000705199,200704
CUST0000173234,200704
CUST0000692703,200704
CUST0000939587,200704
CUST0000164858,200704
CUST0000074042,200704
CUST0000438977,200704
CUST0000843154,200704
CUST0000694605,200704
CUST0000424803,200704
CUST0000174717,200704
CUST0000115504,200704
CUST0000224455,200704
CUST0000340397,200704
CUST0000172741,200704
CUST0000513272,200704
CUST0000274437,200704
CUST0000124549,200704
CUST0000065191,200704
CUST0000107974,200704
CUST0000954480,200704
CUST0000914541,200704
CUST0000711412,200704
CUST0000607180,200704
CUST0000287431,200704
CUST0000558077,200704
CUST0000318273,200704
CUST0000984281,200704
CUST0000722076,200704
CUST0000404658,200704
CUST0000159895,200704
CUST0000488406,200704
CUST0000820635,200704
CUST0000836232,200704
CUST0000678022,200704
CUST0000641331,200704
CUST0000493525,200704
CUST0000324851,200704
CUST0000178377,200704
CUST0000125708,200704
CUST0000662705,200704
CUST0000972667,200704
CUST0000073865,200704
CUST0000363160,200704
CUST0000512131,200704
CUST0000478420,200704
CUST0000445148,200704
CUST0000456748,200704
CUST0000089691,200704
CUST0000872043,200704
CUST0000123240,200704
CUST0000876404,200704
CUST0000326585,200704
CUST0000923669,200704
CUST0000126123,200704
CUST0000446505,200704
CUST0000227510,200704
CUST0000017629,200704
CUST0000695334,200704
CUST0000835544,200704
CUST0000625447,200704
CUST0000417479,200704
CUST0000778654,200704
CUST0000759998,200704
CUST0000735368,200704
CUST0000099665,200704
CUST0000999569,200704
CUST0000353013,200704
CUST0000160825,200704
CUST0000715467,200704
CUST0000578990,200704
CUST0000040677,200704
CUST0000492294,200704
CUST0000543233,200704
CUST0000761352,200704
CUST0000849223,200704
CUST0000627558,200704
CUST0000694010,200704
CUST0000156703,200704
CUST0000423155,200704
CUST0000462164,200704
CUST0000188698,200704
CUST0000566764,200704
CUST0000206355,200704
CUST0000089820,200704
CUST0000149880,200704
CUST0000043394,200704
CUST0000980671,200704
CUST0000836053,200704
CUST0000458224,200704
CUST0000073903,200704
CUST0000406271,200704
CUST0000653262,200704
CUST0000687912,200704
CUST0000732000,200704
CUST0000625609,200704
CUST0000518102,200704
CUST0000631151,200704
CUST0000937609,200704
CUST0000315942,200704
CUST0000097161,200704
CUST0000061502,200704
CUST0000907032,200704
CUST0000336062,200704
CUST0000563125,200704
CUST0000697268,200704
CUST0000918353,200704
CUST0000504972,200704
CUST0000180383,200704
CUST0000853230,200704
CUST0000427260,200704
CUST0000068845,200704
CUST0000359463,200704
CUST0000091703,200704
CUST0000220449,200704
CUST0000514631,200704
CUST0000905563,200704
CUST0000852587,200704
CUST0000150023,200704
CUST0000942645,200704
CUST0000585123,200704
CUST0000139306,200704
CUST0000600570,200704
CUST0000115463,200704
CUST0000589412,200704
CUST0000448171,200704
CUST0000748035,200704
CUST0000642605,200704
CUST0000625441,200704
CUST0000753320,200704
CUST0000328520,200704
CUST0000935255,200704
CUST0000864629,200704
CUST0000954987,200704
CUST0000429989,200704
CUST0000019742,200704
CUST0000460525,200704
CUST0000129617,200704
CUST0000900313,200704
CUST0000475288,200704
CUST0000073165,200704
CUST0000534404,200704
CUST0000044737,200704
CUST0000523288,200704
CUST0000589345,200704
CUST0000757709,200704
CUST0000276637,200704
CUST0000294014,200704
CUST0000293073,200704
CUST0000850885,200704
CUST0000635118,200704
CUST0000705709,200704
CUST0000009859,200704
CUST0000301763,200704
CUST0000188450,200704
CUST0000078146,200704
CUST0000219191,200704
CUST0000168903,200704
CUST0000962899,200704
CUST0000610122,200704
CUST0000632740,200704
CUST0000723295,200704
CUST0000956717,200704
CUST0000011592,200704
CUST0000098594,200704
CUST0000822054,200704
CUST0000231782,200704
CUST0000980222,200704
CUST0000390986,200704
CUST0000888591,200704
CUST0000627282,200704
CUST0000905906,200704
CUST0000446418,200704
CUST0000603325,200704
CUST0000000369,200704
CUST0000506256,200704
CUST0000754405,200704
CUST0000151592,200704
CUST0000604095,200704
CUST0000678601,200704
CUST0000028555,200704
CUST0000044051,200704
CUST0000961050,200704
CUST0000609531,200704
CUST0000179403,200704
CUST0000208832,200704
CUST0000415481,200704
CUST0000740257,200704
CUST0000747393,200704
CUST0000789571,200704
CUST0000783207,200704
CUST0000659998,200704
CUST0000381195,200704
CUST0000174352,200704
CUST0000077064,200704
CUST0000131615,200704
CUST0000769635,200704
CUST0000872951,200704
CUST0000915945,200704
CUST0000894750,200704
CUST0000239360,200704
CUST0000306830,200704
CUST0000207859,200704
CUST0000379336,200704
CUST0000484093,200704
CUST0000409759,200704
CUST0000454816,200704
CUST0000907454,200704
CUST0000271364,200704
CUST0000931306,200704
CUST0000454142,200704
CUST0000860268,200704
CUST0000144308,200704
CUST0000370053,200704
CUST0000068781,200704
CUST0000121881,200704
CUST0000349490,200704
CUST0000848634,200704
CUST0000579643,200704
CUST0000672486,200704
CUST0000281501,200704
CUST0000877100,200704
CUST0000962973,200704
CUST0000607596,200704
CUST0000716819,200704
CUST0000602489,200704
CUST0000959433,200704
CUST0000018686,200704
CUST0000411134,200704
CUST0000910590,200704
CUST0000439130,200704
CUST0000550319,200704
CUST0000616216,200704
CUST0000193505,200704
CUST0000442754,200704
CUST0000985309,200704
CUST0000236180,200704
CUST0000186454,200704
CUST0000328009,200704
CUST0000141388,200704
CUST0000926230,200704
CUST0000047082,200704
CUST0000888170,200704
CUST0000308476,200704
CUST0000729012,200704
CUST0000773032,200704
CUST0000978419,200704
CUST0000991491,200704
CUST0000712631,200704
CUST0000281469,200704
CUST0000137260,200704
CUST0000041050,200704
CUST0000943833,200704
CUST0000972464,200704
CUST0000784520,200704
CUST0000435008,200704
CUST0000410227,200704
CUST0000447904,200704
CUST0000052603,200704
CUST0000502137,200704
CUST0000144432,200704
CUST0000787330,200704
CUST0000760282,200704
CUST0000876146,200704
CUST0000311218,200704
CUST0000771781,200704
CUST0000561205,200704
CUST0000620037,200704
CUST0000543933,200704
CUST0000490365,200704
CUST0000334222,200704
CUST0000502124,200704
CUST0000150129,200704
CUST0000788586,200704
CUST0000243194,200704
CUST0000756714,200704
CUST0000923406,200704
CUST0000464409,200704
CUST0000200083,200704
CUST0000125353,200704
CUST0000963910,200704
CUST0000490071,200704
CUST0000126543,200704
CUST0000430446,200704
CUST0000944363,200704
CUST0000244251,200704
CUST0000822381,200704
CUST0000625677,200704
CUST0000831861,200704
CUST0000207779,200704
CUST0000970554,200704
CUST0000868563,200704
CUST0000218801,200704
CUST0000686175,200704
CUST0000295917,200704
CUST0000157296,200704
CUST0000158306,200704
CUST0000326074,200704
CUST0000987350,200704
CUST0000454208,200704
CUST0000709082,200704
CUST0000503266,200704
CUST0000532712,200704
CUST0000440900,200704
CUST0000011075,200704
CUST0000281049,200704
CUST0000169010,200704
CUST0000963941,200704
CUST0000942567,200704
CUST0000123217,200704
CUST0000202529,200704
CUST0000096342,200704
CUST0000703908,200704
CUST0000275829,200704
CUST0000037313,200704
CUST0000830651,200704
CUST0000161376,200704
CUST0000673293,200704
CUST0000356281,200704
CUST0000925643,200704
CUST0000439199,200704
CUST0000692724,200704
CUST0000633630,200704
CUST0000712201,200704
CUST0000208760,200704
CUST0000415594,200704
CUST0000056025,200704
CUST0000384410,200704
CUST0000723237,200704
CUST0000226908,200704
CUST0000257477,200704
CUST0000294281,200704
CUST0000681701,200704
CUST0000103368,200704
CUST0000659683,200704
CUST0000322687,200704
CUST0000828437,200704
CUST0000108442,200704
CUST0000628284,200704
CUST0000265717,200704
CUST0000626455,200704
CUST0000831709,200704
CUST0000235926,200704
CUST0000904525,200704
CUST0000442388,200704
CUST0000702531,200704
CUST0000123053,200704
CUST0000268773,200704
CUST0000956621,200704
CUST0000243105,200704
CUST0000855762,200704
CUST0000865385,200704
CUST0000634079,200704
CUST0000296672,200704
CUST0000944437,200704
CUST0000533833,200704
CUST0000878890,200704
CUST0000222271,200704
CUST0000244542,200704
CUST0000476236,200704
CUST0000589366,200704
CUST0000198580,200704
CUST0000226371,200704
CUST0000286361,200704
CUST0000813384,200704
CUST0000856965,200704
CUST0000413042,200704
CUST0000336263,200704
CUST0000184982,200704
CUST0000122615,200704
CUST0000480809,200704
CUST0000279355,200704
CUST0000620458,200704
CUST0000380710,200704
CUST0000139923,200704
CUST0000332590,200704
CUST0000313453,200704
CUST0000733809,200704
CUST0000243884,200704
CUST0000618516,200704
CUST0000647112,200704
CUST0000795193,200704
CUST0000466859,200704
CUST0000893045,200704
CUST0000128739,200704
CUST0000587593,200704
CUST0000572560,200704
CUST0000387597,200704
CUST0000972125,200704
CUST0000346339,200704
CUST0000424032,200704
CUST0000931442,200704
CUST0000254449,200704
CUST0000058314,200704
CUST0000119397,200704
CUST0000885031,200704
CUST0000861646,200704
CUST0000943055,200704
CUST0000649557,200704
CUST0000574581,200704
CUST0000134775,200704
CUST0000018908,200704
CUST0000423278,200704
CUST0000484002,200704
CUST0000666213,200704
CUST0000838246,200704
CUST0000330158,200704
CUST0000587700,200704
CUST0000707667,200704
CUST0000041700,200704
CUST0000725910,200704
CUST0000544241,200704
CUST0000200908,200704
CUST0000049509,200704
CUST0000956351,200704
CUST0000688362,200704
CUST0000699151,200704
CUST0000242105,200704
CUST0000857162,200704
CUST0000048792,200704
CUST0000536900,200704
CUST0000889750,200704
CUST0000523028,200704
CUST0000897607,200704
CUST0000627489,200704
CUST0000964395,200704
CUST0000969083,200704
CUST0000389939,200704
CUST0000264669,200704
CUST0000817773,200704
CUST0000873304,200704
CUST0000577401,200704
CUST0000935027,200704
CUST0000566190,200704
CUST0000486244,200704
CUST0000405646,200704
CUST0000048428,200704
CUST0000011121,200704
CUST0000038176,200704
CUST0000442106,200704
CUST0000822151,200704
CUST0000311602,200704
CUST0000296108,200704
CUST0000492366,200704
CUST0000235700,200704
CUST0000783161,200704
CUST0000148724,200704
CUST0000619131,200704
