CUST_CODE,SHOP_MONTH,CUS_TYPE
CUST0000200987,200606,Repeat_Customer
CUST0000200987,200607,Repeat_Customer
CUST0000200987,200608,Repeat_Customer
CUST0000200987,200609,Repeat_Customer
CUST0000200987,200610,Repeat_Customer
CUST0000200987,200611,Repeat_Customer
CUST0000200987,200612,Repeat_Customer
CUST0000200987,200701,Repeat_Customer
CUST0000200987,200702,Repeat_Customer
CUST0000200987,200703,Repeat_Customer
CUST0000200987,200704,Repeat_Customer
CUST0000200987,200705,Repeat_Customer
CUST0000200987,200706,Repeat_Customer
CUST0000200987,200707,Repeat_Customer
CUST0000200987,200708,Repeat_Customer
CUST0000200987,200709,Repeat_Customer
CUST0000200987,200710,Repeat_Customer
CUST0000200987,200711,Repeat_Customer
CUST0000200987,200712,Repeat_Customer
CUST0000200987,200801,Repeat_Customer
CUST0000200987,200802,Repeat_Customer
CUST0000200987,200803,Repeat_Customer
CUST0000200987,200804,Repeat_Customer
CUST0000200987,200805,Repeat_Customer
CUST0000200987,200806,Repeat_Customer
CUST0000224172,200704,New_Customer
CUST0000224172,200708,Reactivate_Customer
CUST0000224172,200709,Repeat_Customer
CUST0000224172,200806,Reactivate_Customer
CUST0000244114,200604,New_Customer
CUST0000244114,200609,Reactivate_Customer
CUST0000244114,200610,Repeat_Customer
CUST0000244114,200611,Repeat_Customer
CUST0000244114,200612,Repeat_Customer
CUST0000244114,200701,Repeat_Customer
CUST0000244114,200702,Repeat_Customer
CUST0000244114,200703,Repeat_Customer
CUST0000244114,200704,Repeat_Customer
CUST0000244114,200705,Repeat_Customer
CUST0000244114,200706,Repeat_Customer
CUST0000244114,200708,Reactivate_Customer
CUST0000244114,200709,Repeat_Customer
CUST0000244114,200710,Repeat_Customer
CUST0000244114,200801,Reactivate_Customer
CUST0000244114,200802,Repeat_Customer
CUST0000244114,200803,Repeat_Customer
CUST0000244114,200805,Reactivate_Customer
CUST0000245544,200702,New_Customer
CUST0000245544,200704,Reactivate_Customer
CUST0000245544,200803,Reactivate_Customer
CUST0000245544,200806,Reactivate_Customer
CUST0000249214,200609,New_Customer
CUST0000258241,200710,New_Customer
CUST0000258241,200806,Reactivate_Customer
CUST0000259073,200609,New_Customer
CUST0000259073,200806,Reactivate_Customer
CUST0000277518,200711,New_Customer
CUST0000298450,200801,New_Customer
CUST0000298450,200803,Reactivate_Customer
CUST0000318683,200707,New_Customer
CUST0000329562,200803,New_Customer
CUST0000357700,200709,New_Customer
CUST0000359521,200609,New_Customer
CUST0000412413,200605,New_Customer
CUST0000412413,200606,Repeat_Customer
CUST0000412413,200607,Repeat_Customer
CUST0000412413,200608,Repeat_Customer
CUST0000412413,200609,Repeat_Customer
CUST0000412413,200610,Repeat_Customer
CUST0000412413,200611,Repeat_Customer
CUST0000412413,200612,Repeat_Customer
CUST0000412413,200701,Repeat_Customer
CUST0000412413,200702,Repeat_Customer
CUST0000412413,200703,Repeat_Customer
CUST0000412413,200704,Repeat_Customer
CUST0000412413,200705,Repeat_Customer
CUST0000412413,200706,Repeat_Customer
CUST0000412413,200707,Repeat_Customer
CUST0000412413,200708,Repeat_Customer
CUST0000412413,200709,Repeat_Customer
CUST0000412413,200710,Repeat_Customer
CUST0000412413,200711,Repeat_Customer
CUST0000412413,200712,Repeat_Customer
CUST0000412413,200801,Repeat_Customer
CUST0000412413,200802,Repeat_Customer
CUST0000412413,200803,Repeat_Customer
CUST0000412413,200804,Repeat_Customer
CUST0000412413,200805,Repeat_Customer
CUST0000412413,200807,Reactivate_Customer
CUST0000438228,200604,New_Customer
CUST0000438228,200605,Repeat_Customer
CUST0000438228,200606,Repeat_Customer
CUST0000438228,200607,Repeat_Customer
CUST0000438228,200608,Repeat_Customer
CUST0000438228,200609,Repeat_Customer
CUST0000438228,200610,Repeat_Customer
CUST0000438228,200611,Repeat_Customer
CUST0000438228,200701,Reactivate_Customer
CUST0000438228,200702,Repeat_Customer
CUST0000438228,200703,Repeat_Customer
CUST0000438228,200704,Repeat_Customer
CUST0000438228,200705,Repeat_Customer
CUST0000438228,200707,Reactivate_Customer
CUST0000438228,200708,Repeat_Customer
CUST0000438228,200709,Repeat_Customer
CUST0000438228,200710,Repeat_Customer
CUST0000438228,200711,Repeat_Customer
CUST0000438228,200712,Repeat_Customer
CUST0000438228,200801,Repeat_Customer
CUST0000438228,200802,Repeat_Customer
CUST0000438228,200803,Repeat_Customer
CUST0000438228,200804,Repeat_Customer
CUST0000438228,200806,Reactivate_Customer
CUST0000441595,200704,New_Customer
CUST0000441595,200705,Repeat_Customer
CUST0000441595,200712,Reactivate_Customer
CUST0000441595,200802,Reactivate_Customer
CUST0000485186,200604,New_Customer
CUST0000485186,200606,Reactivate_Customer
CUST0000485186,200607,Repeat_Customer
CUST0000485186,200608,Repeat_Customer
CUST0000485186,200610,Reactivate_Customer
CUST0000485186,200611,Repeat_Customer
CUST0000485186,200612,Repeat_Customer
CUST0000485186,200701,Repeat_Customer
CUST0000485186,200702,Repeat_Customer
CUST0000485186,200709,Reactivate_Customer
CUST0000485186,200712,Reactivate_Customer
CUST0000485186,200803,Reactivate_Customer
CUST0000485186,200805,Reactivate_Customer
CUST0000485541,200604,New_Customer
CUST0000485541,200609,Reactivate_Customer
CUST0000485541,200610,Repeat_Customer
CUST0000485541,200611,Repeat_Customer
CUST0000485541,200704,Reactivate_Customer
CUST0000485541,200705,Repeat_Customer
CUST0000522310,200803,New_Customer
CUST0000541811,200704,New_Customer
CUST0000549120,200801,New_Customer
CUST0000595305,200712,New_Customer
CUST0000595305,200806,Reactivate_Customer
CUST0000627267,200803,New_Customer
CUST0000633237,200607,New_Customer
CUST0000633237,200608,Repeat_Customer
CUST0000633237,200610,Reactivate_Customer
CUST0000633237,200612,Reactivate_Customer
CUST0000633237,200704,Reactivate_Customer
CUST0000633237,200804,Reactivate_Customer
CUST0000633237,200807,Reactivate_Customer
CUST0000652069,200712,New_Customer
CUST0000652069,200801,Repeat_Customer
CUST0000652069,200802,Repeat_Customer
CUST0000652069,200804,Reactivate_Customer
CUST0000663598,200703,New_Customer
CUST0000663598,200704,Repeat_Customer
CUST0000663598,200705,Repeat_Customer
CUST0000663598,200708,Reactivate_Customer
CUST0000663598,200801,Reactivate_Customer
CUST0000663598,200806,Reactivate_Customer
CUST0000698354,200707,New_Customer
CUST0000699090,200605,New_Customer
CUST0000704298,200709,New_Customer
CUST0000707725,200704,New_Customer
CUST0000707725,200806,Reactivate_Customer
CUST0000720484,200607,New_Customer
CUST0000720484,200703,Reactivate_Customer
CUST0000720484,200708,Reactivate_Customer
CUST0000720484,200710,Reactivate_Customer
CUST0000720484,200806,Reactivate_Customer
CUST0000755257,200605,New_Customer
CUST0000755257,200703,Reactivate_Customer
CUST0000755257,200704,Repeat_Customer
CUST0000759056,200707,New_Customer
CUST0000759998,200604,New_Customer
CUST0000759998,200605,Repeat_Customer
CUST0000759998,200606,Repeat_Customer
CUST0000759998,200607,Repeat_Customer
CUST0000759998,200608,Repeat_Customer
CUST0000759998,200609,Repeat_Customer
CUST0000759998,200610,Repeat_Customer
CUST0000759998,200611,Repeat_Customer
CUST0000759998,200612,Repeat_Customer
CUST0000759998,200701,Repeat_Customer
CUST0000759998,200702,Repeat_Customer
CUST0000759998,200703,Repeat_Customer
CUST0000759998,200704,Repeat_Customer
CUST0000759998,200705,Repeat_Customer
CUST0000759998,200706,Repeat_Customer
CUST0000759998,200707,Repeat_Customer
CUST0000759998,200708,Repeat_Customer
CUST0000759998,200709,Repeat_Customer
CUST0000759998,200710,Repeat_Customer
CUST0000759998,200711,Repeat_Customer
CUST0000759998,200712,Repeat_Customer
CUST0000759998,200801,Repeat_Customer
CUST0000759998,200802,Repeat_Customer
CUST0000759998,200803,Repeat_Customer
CUST0000759998,200804,Repeat_Customer
CUST0000759998,200805,Repeat_Customer
CUST0000759998,200806,Repeat_Customer
CUST0000759998,200807,Repeat_Customer
CUST0000803991,200608,New_Customer
CUST0000859569,200608,New_Customer
CUST0000864180,200606,New_Customer
CUST0000864180,200701,Reactivate_Customer
CUST0000894963,200607,New_Customer
CUST0000894963,200702,Reactivate_Customer
CUST0000894963,200703,Repeat_Customer
CUST0000904346,200704,New_Customer
CUST0000904346,200712,Reactivate_Customer
CUST0000904346,200802,Reactivate_Customer
CUST0000904346,200805,Reactivate_Customer
CUST0000912582,200611,New_Customer
CUST0000965885,200610,New_Customer
CUST0000965885,200711,Reactivate_Customer
CUST0000965885,200712,Repeat_Customer
CUST0000988348,200610,New_Customer
CUST0000991675,200712,New_Customer
CUST0000991865,200804,New_Customer
CUST0000016789,200802,New_Customer
CUST0000028958,200604,New_Customer
CUST0000034506,200702,New_Customer
CUST0000041700,200606,New_Customer
CUST0000041700,200607,Repeat_Customer
CUST0000041700,200608,Repeat_Customer
CUST0000041700,200609,Repeat_Customer
CUST0000041700,200701,Reactivate_Customer
CUST0000041700,200702,Repeat_Customer
CUST0000041700,200704,Reactivate_Customer
CUST0000041700,200705,Repeat_Customer
CUST0000041700,200709,Reactivate_Customer
CUST0000041700,200711,Reactivate_Customer
CUST0000041700,200804,Reactivate_Customer
CUST0000041700,200805,Repeat_Customer
CUST0000059387,200612,New_Customer
CUST0000070861,200612,New_Customer
CUST0000070861,200710,Reactivate_Customer
CUST0000070861,200712,Reactivate_Customer
CUST0000082689,200605,New_Customer
CUST0000082689,200606,Repeat_Customer
CUST0000082689,200607,Repeat_Customer
CUST0000096679,200706,New_Customer
CUST0000099674,200710,New_Customer
CUST0000099674,200711,Repeat_Customer
CUST0000099674,200712,Repeat_Customer
CUST0000099674,200801,Repeat_Customer
CUST0000099674,200802,Repeat_Customer
CUST0000103257,200610,New_Customer
CUST0000105028,200604,New_Customer
CUST0000105028,200605,Repeat_Customer
CUST0000105028,200606,Repeat_Customer
CUST0000105028,200607,Repeat_Customer
CUST0000105028,200608,Repeat_Customer
CUST0000105028,200609,Repeat_Customer
CUST0000105028,200610,Repeat_Customer
CUST0000105028,200611,Repeat_Customer
CUST0000105028,200612,Repeat_Customer
CUST0000105028,200701,Repeat_Customer
CUST0000105028,200702,Repeat_Customer
CUST0000105028,200703,Repeat_Customer
CUST0000105028,200705,Reactivate_Customer
CUST0000105028,200706,Repeat_Customer
CUST0000105028,200708,Reactivate_Customer
CUST0000105028,200709,Repeat_Customer
CUST0000105028,200710,Repeat_Customer
CUST0000105028,200711,Repeat_Customer
CUST0000105028,200712,Repeat_Customer
CUST0000105028,200805,Reactivate_Customer
CUST0000105028,200807,Reactivate_Customer
CUST0000135420,200706,New_Customer
CUST0000135420,200805,Reactivate_Customer
CUST0000161790,200707,New_Customer
CUST0000161790,200709,Reactivate_Customer
CUST0000167145,200604,New_Customer
CUST0000190838,200604,New_Customer
CUST0000190838,200605,Repeat_Customer
CUST0000190838,200606,Repeat_Customer
CUST0000190838,200612,Reactivate_Customer
CUST0000190838,200805,Reactivate_Customer
CUST0000190838,200806,Repeat_Customer
CUST0000193412,200704,New_Customer
CUST0000201555,200801,New_Customer
CUST0000201555,200806,Reactivate_Customer
CUST0000213494,200801,New_Customer
CUST0000222978,200609,New_Customer
CUST0000222978,200805,Reactivate_Customer
CUST0000252383,200604,New_Customer
CUST0000252383,200605,Repeat_Customer
CUST0000252383,200606,Repeat_Customer
CUST0000252383,200607,Repeat_Customer
CUST0000252383,200608,Repeat_Customer
CUST0000252383,200609,Repeat_Customer
CUST0000252383,200610,Repeat_Customer
CUST0000252383,200611,Repeat_Customer
CUST0000252383,200701,Reactivate_Customer
CUST0000252383,200702,Repeat_Customer
CUST0000252383,200703,Repeat_Customer
CUST0000252383,200704,Repeat_Customer
CUST0000252383,200705,Repeat_Customer
CUST0000252383,200706,Repeat_Customer
CUST0000252383,200707,Repeat_Customer
CUST0000252383,200708,Repeat_Customer
CUST0000252383,200709,Repeat_Customer
CUST0000252383,200712,Reactivate_Customer
CUST0000252383,200801,Repeat_Customer
CUST0000252383,200802,Repeat_Customer
CUST0000252383,200803,Repeat_Customer
CUST0000252383,200804,Repeat_Customer
CUST0000252383,200805,Repeat_Customer
CUST0000252383,200806,Repeat_Customer
CUST0000278486,200611,New_Customer
CUST0000278486,200612,Repeat_Customer
CUST0000278486,200701,Repeat_Customer
CUST0000278486,200702,Repeat_Customer
CUST0000278486,200703,Repeat_Customer
CUST0000278486,200704,Repeat_Customer
CUST0000278486,200705,Repeat_Customer
CUST0000278486,200706,Repeat_Customer
CUST0000278486,200707,Repeat_Customer
CUST0000278486,200708,Repeat_Customer
CUST0000278486,200709,Repeat_Customer
CUST0000278486,200710,Repeat_Customer
CUST0000278486,200711,Repeat_Customer
CUST0000278486,200712,Repeat_Customer
CUST0000278486,200801,Repeat_Customer
CUST0000278486,200802,Repeat_Customer
CUST0000278486,200803,Repeat_Customer
CUST0000278486,200804,Repeat_Customer
CUST0000278486,200805,Repeat_Customer
CUST0000278486,200806,Repeat_Customer
CUST0000278486,200807,Repeat_Customer
CUST0000287611,200703,New_Customer
CUST0000287611,200704,Repeat_Customer
CUST0000287611,200705,Repeat_Customer
CUST0000287611,200706,Repeat_Customer
CUST0000287611,200708,Reactivate_Customer
CUST0000287611,200710,Reactivate_Customer
CUST0000287611,200804,Reactivate_Customer
CUST0000288170,200708,New_Customer
CUST0000298310,200604,New_Customer
CUST0000298310,200605,Repeat_Customer
CUST0000298310,200606,Repeat_Customer
CUST0000298310,200607,Repeat_Customer
CUST0000298310,200608,Repeat_Customer
CUST0000298310,200609,Repeat_Customer
CUST0000298310,200610,Repeat_Customer
CUST0000298310,200611,Repeat_Customer
CUST0000298310,200612,Repeat_Customer
CUST0000298310,200701,Repeat_Customer
CUST0000298310,200702,Repeat_Customer
CUST0000298310,200703,Repeat_Customer
CUST0000298310,200704,Repeat_Customer
CUST0000298310,200705,Repeat_Customer
CUST0000298310,200706,Repeat_Customer
CUST0000298310,200707,Repeat_Customer
CUST0000298310,200708,Repeat_Customer
CUST0000298310,200709,Repeat_Customer
CUST0000298310,200710,Repeat_Customer
CUST0000298310,200711,Repeat_Customer
CUST0000298310,200712,Repeat_Customer
CUST0000298310,200801,Repeat_Customer
CUST0000298310,200802,Repeat_Customer
CUST0000298310,200803,Repeat_Customer
CUST0000298310,200804,Repeat_Customer
CUST0000298310,200805,Repeat_Customer
CUST0000298310,200806,Repeat_Customer
CUST0000298310,200807,Repeat_Customer
CUST0000381195,200605,New_Customer
CUST0000381195,200609,Reactivate_Customer
CUST0000381195,200611,Reactivate_Customer
CUST0000381195,200612,Repeat_Customer
CUST0000381195,200701,Repeat_Customer
CUST0000381195,200702,Repeat_Customer
CUST0000381195,200704,Reactivate_Customer
CUST0000381195,200706,Reactivate_Customer
CUST0000381195,200708,Reactivate_Customer
CUST0000381195,200712,Reactivate_Customer
CUST0000381195,200801,Repeat_Customer
CUST0000381195,200806,Reactivate_Customer
CUST0000401455,200605,New_Customer
CUST0000401455,200612,Reactivate_Customer
CUST0000401455,200704,Reactivate_Customer
CUST0000401455,200708,Reactivate_Customer
CUST0000401455,200805,Reactivate_Customer
CUST0000405131,200607,New_Customer
CUST0000405131,200608,Repeat_Customer
CUST0000405131,200609,Repeat_Customer
CUST0000405131,200610,Repeat_Customer
CUST0000405131,200701,Reactivate_Customer
CUST0000405131,200703,Reactivate_Customer
CUST0000405131,200706,Reactivate_Customer
CUST0000405131,200707,Repeat_Customer
CUST0000405131,200709,Reactivate_Customer
CUST0000405131,200710,Repeat_Customer
CUST0000405131,200711,Repeat_Customer
CUST0000405131,200712,Repeat_Customer
CUST0000405131,200801,Repeat_Customer
CUST0000405131,200806,Reactivate_Customer
CUST0000410227,200604,New_Customer
CUST0000410227,200605,Repeat_Customer
CUST0000410227,200606,Repeat_Customer
CUST0000410227,200607,Repeat_Customer
CUST0000410227,200608,Repeat_Customer
CUST0000410227,200609,Repeat_Customer
CUST0000410227,200610,Repeat_Customer
CUST0000410227,200611,Repeat_Customer
CUST0000410227,200612,Repeat_Customer
CUST0000410227,200701,Repeat_Customer
CUST0000410227,200702,Repeat_Customer
CUST0000410227,200703,Repeat_Customer
CUST0000410227,200704,Repeat_Customer
CUST0000410227,200705,Repeat_Customer
CUST0000410227,200706,Repeat_Customer
CUST0000410227,200707,Repeat_Customer
CUST0000410227,200708,Repeat_Customer
CUST0000410227,200709,Repeat_Customer
CUST0000410227,200710,Repeat_Customer
CUST0000410227,200711,Repeat_Customer
CUST0000410227,200712,Repeat_Customer
CUST0000410227,200801,Repeat_Customer
CUST0000410227,200802,Repeat_Customer
CUST0000410227,200803,Repeat_Customer
CUST0000410227,200804,Repeat_Customer
CUST0000410227,200805,Repeat_Customer
CUST0000410227,200806,Repeat_Customer
CUST0000410227,200807,Repeat_Customer
CUST0000422634,200608,New_Customer
CUST0000422634,200609,Repeat_Customer
CUST0000422634,200610,Repeat_Customer
CUST0000422634,200612,Reactivate_Customer
CUST0000422634,200705,Reactivate_Customer
CUST0000422634,200707,Reactivate_Customer
CUST0000422634,200710,Reactivate_Customer
CUST0000422634,200711,Repeat_Customer
CUST0000422634,200802,Reactivate_Customer
CUST0000422634,200805,Reactivate_Customer
CUST0000422634,200806,Repeat_Customer
CUST0000428117,200703,New_Customer
CUST0000438442,200711,New_Customer
CUST0000438442,200801,Reactivate_Customer
CUST0000438442,200806,Reactivate_Customer
CUST0000442106,200609,New_Customer
CUST0000442106,200610,Repeat_Customer
CUST0000442106,200704,Reactivate_Customer
CUST0000442106,200710,Reactivate_Customer
CUST0000442106,200711,Repeat_Customer
CUST0000442106,200804,Reactivate_Customer
CUST0000442106,200806,Reactivate_Customer
CUST0000446611,200707,New_Customer
CUST0000474892,200711,New_Customer
CUST0000492294,200604,New_Customer
CUST0000492294,200605,Repeat_Customer
CUST0000492294,200606,Repeat_Customer
CUST0000492294,200607,Repeat_Customer
CUST0000492294,200608,Repeat_Customer
CUST0000492294,200609,Repeat_Customer
CUST0000492294,200610,Repeat_Customer
CUST0000492294,200611,Repeat_Customer
CUST0000492294,200612,Repeat_Customer
CUST0000492294,200701,Repeat_Customer
CUST0000492294,200702,Repeat_Customer
CUST0000492294,200703,Repeat_Customer
CUST0000492294,200704,Repeat_Customer
CUST0000492294,200705,Repeat_Customer
CUST0000492294,200706,Repeat_Customer
CUST0000492294,200707,Repeat_Customer
CUST0000492294,200708,Repeat_Customer
CUST0000492294,200709,Repeat_Customer
CUST0000492294,200711,Reactivate_Customer
CUST0000492294,200712,Repeat_Customer
CUST0000492294,200801,Repeat_Customer
CUST0000492294,200802,Repeat_Customer
CUST0000492294,200803,Repeat_Customer
CUST0000492294,200804,Repeat_Customer
CUST0000492294,200805,Repeat_Customer
CUST0000492294,200806,Repeat_Customer
CUST0000502916,200709,New_Customer
CUST0000514031,200604,New_Customer
CUST0000514031,200605,Repeat_Customer
CUST0000514031,200606,Repeat_Customer
CUST0000514031,200607,Repeat_Customer
CUST0000514031,200608,Repeat_Customer
CUST0000514031,200609,Repeat_Customer
CUST0000514031,200610,Repeat_Customer
CUST0000514031,200611,Repeat_Customer
CUST0000514031,200612,Repeat_Customer
CUST0000514031,200701,Repeat_Customer
CUST0000514031,200702,Repeat_Customer
CUST0000514031,200703,Repeat_Customer
CUST0000514031,200705,Reactivate_Customer
CUST0000514031,200707,Reactivate_Customer
CUST0000514031,200804,Reactivate_Customer
CUST0000514031,200805,Repeat_Customer
CUST0000514031,200806,Repeat_Customer
CUST0000525126,200604,New_Customer
CUST0000525126,200606,Reactivate_Customer
CUST0000525126,200607,Repeat_Customer
CUST0000525126,200608,Repeat_Customer
CUST0000525126,200609,Repeat_Customer
CUST0000525126,200610,Repeat_Customer
CUST0000525126,200611,Repeat_Customer
CUST0000525126,200612,Repeat_Customer
CUST0000525126,200702,Reactivate_Customer
CUST0000525126,200703,Repeat_Customer
CUST0000525126,200804,Reactivate_Customer
CUST0000525126,200806,Reactivate_Customer
CUST0000525126,200807,Repeat_Customer
CUST0000550073,200703,New_Customer
CUST0000554718,200701,New_Customer
CUST0000554718,200704,Reactivate_Customer
CUST0000554718,200705,Repeat_Customer
CUST0000554718,200706,Repeat_Customer
CUST0000554718,200707,Repeat_Customer
CUST0000554718,200708,Repeat_Customer
CUST0000554718,200710,Reactivate_Customer
CUST0000564860,200606,New_Customer
CUST0000564860,200608,Reactivate_Customer
CUST0000564860,200610,Reactivate_Customer
CUST0000564860,200611,Repeat_Customer
CUST0000564860,200612,Repeat_Customer
CUST0000564860,200701,Repeat_Customer
CUST0000564860,200703,Reactivate_Customer
CUST0000564860,200704,Repeat_Customer
CUST0000564860,200705,Repeat_Customer
CUST0000564860,200706,Repeat_Customer
CUST0000564860,200707,Repeat_Customer
CUST0000564860,200708,Repeat_Customer
CUST0000564860,200709,Repeat_Customer
CUST0000564860,200710,Repeat_Customer
CUST0000564860,200711,Repeat_Customer
CUST0000564860,200712,Repeat_Customer
CUST0000564860,200802,Reactivate_Customer
CUST0000564860,200803,Repeat_Customer
CUST0000564860,200804,Repeat_Customer
CUST0000564860,200805,Repeat_Customer
CUST0000564860,200806,Repeat_Customer
CUST0000564860,200807,Repeat_Customer
CUST0000565431,200703,New_Customer
CUST0000579677,200608,New_Customer
CUST0000582669,200708,New_Customer
CUST0000596284,200607,New_Customer
CUST0000598256,200707,New_Customer
CUST0000644466,200604,New_Customer
CUST0000644466,200606,Reactivate_Customer
CUST0000644466,200610,Reactivate_Customer
CUST0000644466,200612,Reactivate_Customer
CUST0000644466,200701,Repeat_Customer
CUST0000644466,200702,Repeat_Customer
CUST0000644466,200703,Repeat_Customer
CUST0000644466,200705,Reactivate_Customer
CUST0000644466,200707,Reactivate_Customer
CUST0000644466,200708,Repeat_Customer
CUST0000644466,200709,Repeat_Customer
CUST0000644466,200710,Repeat_Customer
CUST0000644466,200711,Repeat_Customer
CUST0000644466,200712,Repeat_Customer
CUST0000644466,200801,Repeat_Customer
CUST0000644466,200802,Repeat_Customer
CUST0000644466,200803,Repeat_Customer
CUST0000644466,200806,Reactivate_Customer
CUST0000661544,200609,New_Customer
CUST0000668396,200705,New_Customer
CUST0000702030,200604,New_Customer
CUST0000702030,200607,Reactivate_Customer
CUST0000702030,200609,Reactivate_Customer
CUST0000702030,200610,Repeat_Customer
CUST0000702030,200704,Reactivate_Customer
CUST0000702030,200706,Reactivate_Customer
CUST0000702030,200712,Reactivate_Customer
CUST0000702030,200807,Reactivate_Customer
CUST0000703024,200801,New_Customer
CUST0000703024,200804,Reactivate_Customer
CUST0000711412,200604,New_Customer
CUST0000711412,200605,Repeat_Customer
CUST0000711412,200606,Repeat_Customer
CUST0000711412,200607,Repeat_Customer
CUST0000711412,200608,Repeat_Customer
CUST0000711412,200609,Repeat_Customer
CUST0000711412,200610,Repeat_Customer
CUST0000711412,200611,Repeat_Customer
CUST0000711412,200612,Repeat_Customer
CUST0000711412,200701,Repeat_Customer
CUST0000711412,200702,Repeat_Customer
CUST0000711412,200703,Repeat_Customer
CUST0000711412,200704,Repeat_Customer
CUST0000711412,200705,Repeat_Customer
CUST0000711412,200706,Repeat_Customer
CUST0000711412,200707,Repeat_Customer
CUST0000711412,200708,Repeat_Customer
CUST0000711412,200709,Repeat_Customer
CUST0000711412,200710,Repeat_Customer
CUST0000711412,200711,Repeat_Customer
CUST0000711412,200712,Repeat_Customer
CUST0000711412,200801,Repeat_Customer
CUST0000711412,200802,Repeat_Customer
CUST0000711412,200803,Repeat_Customer
CUST0000711412,200804,Repeat_Customer
CUST0000711412,200805,Repeat_Customer
CUST0000711412,200806,Repeat_Customer
CUST0000711412,200807,Repeat_Customer
CUST0000712631,200611,New_Customer
CUST0000712631,200704,Reactivate_Customer
CUST0000712631,200705,Repeat_Customer
CUST0000712631,200706,Repeat_Customer
CUST0000712631,200707,Repeat_Customer
CUST0000712631,200711,Reactivate_Customer
CUST0000712631,200804,Reactivate_Customer
CUST0000717888,200704,New_Customer
CUST0000740393,200611,New_Customer
CUST0000740393,200612,Repeat_Customer
CUST0000740393,200701,Repeat_Customer
CUST0000740393,200702,Repeat_Customer
CUST0000740393,200805,Reactivate_Customer
CUST0000740393,200807,Reactivate_Customer
CUST0000751265,200611,New_Customer
CUST0000751265,200704,Reactivate_Customer
CUST0000751265,200801,Reactivate_Customer
CUST0000778814,200703,New_Customer
CUST0000778814,200708,Reactivate_Customer
CUST0000805189,200607,New_Customer
CUST0000805189,200710,Reactivate_Customer
CUST0000805189,200711,Repeat_Customer
CUST0000805189,200803,Reactivate_Customer
CUST0000825158,200802,New_Customer
CUST0000831861,200610,New_Customer
CUST0000831861,200611,Repeat_Customer
CUST0000831861,200612,Repeat_Customer
